text,dateNotBefore,dateNotAfter,avgDate,period
"Unas ist der, der zu der Nase des (Gottes) 'Große Macht' gehört.",-2375,-2345,-2360,Middle Kingdom
"Ein Opfer, das der König gibt, ein Opfer, das Anubis, der vor der Gotteshalle ist, gibt:",-2345,-2181,-2263,Middle Kingdom
"Lieferung von ḥm-ꜥꜣ-Holz, (Abgaben von) Ober- und Unterägypten",-2842,-2800,-2821,Old Kingdom
"Ich wurde gesandt von diesem Großen, dem Herrn, Atum, der nicht sterben kann.",-1920,-1843,-1882,New Kingdom
"Spruch, um eine Schlange unschädlich zu machen:",-1980,-1760,-1870,New Kingdom
"""(O du), Dessen (eines ?) Gesicht an seiner Vorderseite ist, Dessen (zweites ?) Gesicht an seinem Hinterkopf ist!",-2375,-2345,-2360,Middle Kingdom
"Horus ist also ba-haft, er erkennt seinen Vater in dir in deinem Namen '$bꜣ-jtj-rpw.t$'.",-2345,-2323,-2334,Middle Kingdom
"Gau des Anubis (17. o.äg. Gau, Hundegau, Kynopolis): Die Opfergaben des Teti (Domäne).",-2494,-2181,-2338,Middle Kingdom
"Gib acht, daß du nicht verleumdest (wörtl.: verleumde nicht!) durch eine Rede, die den (einen) Großen gegen den (anderen) Großen aufbringen wird (?).",-1939,-1760,-1850,New Kingdom
"Kabinettsvorsteher (und) Leiter der Arbeiten, Sehetepib",-1939,-1760,-1850,New Kingdom
"Dein ganzes Verhalten (oder: deine ganze Situation) ist vollkommen beim Gott, wenn/in soweit als du früher einfache Leute kennengelernt hast (?).",-1939,-1760,-1850,New Kingdom
"(Übel)täter, (Übel)täter! Vorübergehender(?)/Zur Mauer Gehöriger(?), Vorübergehender(?)/Zur Mauer Gehöriger(?)!",-2375,-2345,-2360,Middle Kingdom
Ein Jungtier des Langhorn-Rindes für das Grab.,-2345,-2323,-2334,Middle Kingdom
"König von Ober- und Unterägypten, Ninetjer-nebti",-2780,-2706,-2743,Old Kingdom
Dem Habgierigen fehlt es (in der Regel) an einer (Erfolgs)gelegenheit (wörtl.: Fall).,-1939,-1760,-1850,New Kingdom
"Du wirst auf ehernen Seilen hinabsteigen, auf Horus' Armen in seinem Namen ""Der in der $ḥnw$-Barke ist"".",-2375,-2345,-2360,Middle Kingdom
"(Und dann) wird das, was du sagst, als angenehm empfunden werden (wörtl.: was du sagst, wird etwas Vollkommenes für das Herz sein).",-1939,-1760,-1850,New Kingdom
"Großer der Zehn von Oberägypten, Priester des Nezer und des Cherti, Verwalter des Königsvermögens, Opferer des Anubis, Hüter des weißen Stieres, Sepa",-2686,-2613,-2650,Old Kingdom
"Vorlesepriester, der tut was sein Herr lobt, Ibi.",-2345,-2181,-2263,Middle Kingdom
Du (= der Schrein) glänzt wie eine Speckschwarte (Fettsache).,-2345,-2181,-2263,Middle Kingdom
Gib das Fleisch des Vorderteils!,-2345,-2323,-2334,Middle Kingdom
"""Ich bin der, der im geschlossenen/geblendeten Udjat-Auge ist;",-1939,-1630,-1785,New Kingdom
"Seine Ehefrau, die Herrin des Hauses, Dedet-nebu.",-1759,-1630,-1695,New Kingdom
"Möge das Hören/Gehorchen ihm eigen werden (wörtl.: in ihn eintreten), (indem/nachdem) ihm jede richtige Gesinnung (wörtl.: Genauigkeit des Herzens) mitgeteilt wurde.",-1939,-1760,-1850,New Kingdom
"(Diagnose:) Daraufhin sagst du über ihn:
""Einer mit einer Durchbohrung (oder: einem Loch/Lochbruch) in seiner Wange:
eine Krankheit, die ich behandeln werde.""",-1580,-1539,-1560,Late Period
(Bildbeischrift:) Ein Jungtier eines Rindes.,-2345,-2323,-2334,Middle Kingdom
"Siehe, der Duft des Horusauges ist an dir.",-2278,-2184,-2231,Middle Kingdom
"Unas, nimm dir das Horusauge, das für dich gerettet wurde.",-2375,-2345,-2360,Middle Kingdom
"Sein Sohn, sein Geliebter, der Gutsvorsteher und Einzige Freund Chui.",-2345,-2181,-2263,Middle Kingdom
"Zauberer des Hausvorstehers, Iku, gerechtfertigt",-1759,-1630,-1695,New Kingdom
Das Zusammenbinden (des Bootes) im Sumpf.,-2494,-2345,-2420,Middle Kingdom
"(Untersuchung:) Wenn du einen Mann (d.h. Patienten) mit einer klaffenden Wunde an seinem Kopf untersuchst, die bis zum Knochen reicht
– sein (Hirn-)Schädel ist gespalten –,
dann mußt du folglich seine Wunde (durch Abtasten) erforschen/absuchen.",-1580,-1539,-1560,Late Period
Ein Tor öffnet sich dir am Himmel zum Horizont.,-2321,-2287,-2304,Middle Kingdom
Setz deinen Arm ein(?) auf Erden und deinen Kampfarm(?) auf dem großen Hügel und bewege dich hin und her mit ihm unter den Ach-Geistern.,-2278,-2184,-2231,Middle Kingdom
"Horus hat Pepi Neferkare geholt, weil er ihn liebt, da Pepi Neferkare ihm sein Auge gebracht hat.",-2278,-2184,-2231,Middle Kingdom
"Der Sohn des Osiris wird gerettet.""",-1580,-1539,-1560,Late Period
"Lande an dem Aufweg zu jedem Ort, an dem du (sein) möchtest.",-2278,-2184,-2231,Middle Kingdom
"Die Stundenpriesterschaft des Tempels, ihre beiden Arme (mögen) mit dem Opfer beladen (sein), das aus dem großen Gott herausgegangen ist, für den Ka des Kämmerers Djaa, des Gerechtfertigten.",-1845,-1837,-1841,New Kingdom
"Osiris Neith, nimm dir das Horusauge und verhindere, daß er (Seth) es zerstampfe.",-2278,-2184,-2231,Middle Kingdom
"Sie möge wandeln auf den schönen Wegen, auf denen die Ehrwürdigen wandeln mit ihr, der Schönen.",-2613,-2494,-2554,Middle Kingdom
"Osiris Unas, nimm dir die abgetrennten(?) Köpfe derer, die im Gefolge des Seth sind.",-2375,-2345,-2360,Middle Kingdom
"Ihre Tochter, die sie liebt, Id.",-2115,-1939,-2027,New Kingdom
"(Denn) nicht von selbst ist es, daß Besitz kommt.",-1939,-1760,-1850,New Kingdom
"Stiehl nicht, (sondern) tritt auf gegen den Stehlenden!",-1939,-1760,-1850,New Kingdom
Öffne deinen Mund mit ihm.,-2278,-2184,-2231,Middle Kingdom
"Es kommt doch dieser Unas, $ḫwrr$ der Neunheit, ein unvergänglicher Ach.",-2375,-2345,-2360,Middle Kingdom
"(wobei) er (d.h. der Patient) aus seinen Nasenlöchern/Nasenhöhlen und seinen Ohren blutet,",-1580,-1539,-1560,Late Period
"Das, was mein Ba zu mir gesagt hat:",-1939,-1760,-1850,New Kingdom
"So kam es, dass sie ihre Reihe störte.",-1580,-1539,-1560,Late Period
(Behandlung:) Dann mußt du sie (die Wunde) folglich am ersten Tag über (oder: zusammen mit) frischem Fleisch verbinden.,-1580,-1539,-1560,Late Period
"Dieser Unas ist von der Unterwelt eingekreist/umfangen worden, als sich der, der im Horizont lebt, reinigte/als sich der Lebende im Horizont reinigte.",-2375,-2345,-2360,Middle Kingdom
Der Oberarzt des Palastes Ni-anch-Re.,-2494,-2181,-2338,Middle Kingdom
"Du sollst nicht zulassen, daß es nochmals gegen ihn kommt, in deinem Namen 'Horus, der seine Arbeit nicht wiederholt'.",-2287,-2278,-2283,Middle Kingdom
(Denn) der Überschuß der Norm kann nicht entstehen.,-1939,-1760,-1850,New Kingdom
"$šnṯ$-Schlange, ich kann nicht geschmäht/bekämpft werden.",-2375,-2345,-2360,Middle Kingdom
"(2. Untersuchung:) Sobald (oder: weil) du (also) jenen Splitterbruch, der in seinem (Hirn-)Schädel ist, vorfindest
wie diese (wohlbekannten) $wrm$-Rillen/Blasen/Klumpen/(Metall-)Schlacken(?), die beim Kupfer des $ꜥḏn.t$-Schmelztiegels/-ofens(?) entstehen,",-1580,-1539,-1560,Late Period
Neith nimmt die $pꜥ.t$-Leute als eines ihrer Glieder.,-2278,-2184,-2231,Middle Kingdom
Das Bringen der Opfergaben (=ausgelöstes Fleischstück),-2414,-2375,-2395,Middle Kingdom
"Tausend an Brot, tausend an Bier, tausend an Rind, tausend an Alabaster, tausend an Kleidung.",-2494,-2345,-2420,Middle Kingdom
"Die Gefolgsmänner des Gottes sind hinter dir, die Ehrwürdigen des Gottes sind vor dir, indem sie sagen (lit.: machen): ""Es kommt der Gott, es kommt der Gott, es kommt dieser Pepi auf den Thron des Osiris!",-2321,-2287,-2304,Middle Kingdom
"(Behandlung:) Dann musst du ihn (den Patienten oder den Kiefer) folglich täglich mit $jmr.w$-Verband(?) und Honig verbinden, bis es ihm besser geht / sodass er sich (wieder) wohl fühlt.",-1580,-1539,-1560,Late Period
Der Wab-Priester des Königs und Aufseher der Chentuschi (Pächter) Kai-huief.,-2345,-2181,-2263,Middle Kingdom
"- konnte aber nicht den Ort finden, an dem es gemacht wurde.",-1580,-1539,-1560,Late Period
"Der Hirte an der Spitze der beiden Kapellen steht da für dich wie (für) Anubis, der an der Spitze der Gotteshalle ist.",-2278,-2184,-2231,Middle Kingdom
Mit seinem Rücken zu Geb sitzt er da.,-2375,-2345,-2360,Middle Kingdom
"Sohn der Uto, bewache die Flammeninsel!",-1818,-1630,-1724,New Kingdom
(Denn) es ist das Erzeugnis einer Person mit hitzigem Temperament.,-1939,-1760,-1850,New Kingdom
"Ich war unter der Gunst der königlichen Zuwendung, bis der 'Tag des Landens' kommen sollte.",-1939,-1760,-1850,New Kingdom
"Richte dich auf, steh auf!",-2278,-2184,-2231,Middle Kingdom
"Ihm Antworten ist es, was ihn zur Flucht drängt.",-1837,-1819,-1828,New Kingdom
Das Herbeibringen der erlesensten (Sachen).,-2345,-2323,-2334,Middle Kingdom
"$Smn.tt$ schreit nach dir, der Große Landepflock ruft nach dir, die Füße tanzen für dich, die Arme winken für dich, wenn du hier herauskommst als Stern, als der Morgendliche Gott.",-2278,-2184,-2231,Middle Kingdom
"Ein Totenopfer für ihn (am) Neujahrstag (Fest), Thot-Fest, Jahresanfang (ein Fest), Wag-Fest (Totenfest) und jedem Fest für den Verwalter des Königsvermögens, Vorsteher der Unterhaltung und Aufseher der Sänger des Palastes Snofru-nefer.",-2494,-2181,-2338,Middle Kingdom
"Das Unrecht, das das Land geißelt (?; oder: das Land durchstreift), es nimmt kein Ende.",-1939,-1760,-1850,New Kingdom
Die Kühlung des Cheops (Domäne).,-2613,-2494,-2554,Middle Kingdom
Stehen (im) Per-Wer des Chemi.,-2686,-2613,-2650,Old Kingdom
Dein Natron ist das Natron des Thot.,-2321,-2287,-2304,Middle Kingdom
"Ein Opfer, das der König gibt, ein Opfer, das Anubis, der vor der Gotteshalle ist, gibt:",-2613,-2494,-2554,Middle Kingdom
"Sie soll den Tag verbringen, indem sie liegt und hungert;",-1845,-1773,-1809,New Kingdom
Es gab einmal einen Mann namens Neferpesedjet.,-1939,-1630,-1785,New Kingdom
"Lobpreis Geben für Re, wenn er untergeht im Leben täglich, durch den Großen der Zehn von Oberägypten, Sobek-hotep, wobei er sagt:",-1759,-1630,-1695,New Kingdom
"Der, der seine Pupille (wörtl.: Mädchen) verschluckt, wenn er die Erde zerhackt mit seinen beiden Hörnern!",-1980,-1760,-1870,New Kingdom
"– jenes Pochen/Zittern und Flattern entsteht unter deinen Fingern, (und zwar) sobald/weil also das Gekröse/Gedärm seines (Hirn-)Schädels (d.h. sein Gehirn) hervorbricht/aufgerissen ist –,",-1580,-1539,-1560,Late Period
"Daraufhin lässt du sie (d.h. die beiden $ꜣmꜥ.t$-Knochen oder die beiden Unterkieferhälften) (zurück)fallen, (mit dem Ergebnis, dass sie) an ihrem (richtigen) Platz (zurück)gesetzt sind.",-1580,-1539,-1560,Late Period
"Sein Bruder, Chenti-cheti, der Gerechtfertigte.",-1845,-1837,-1841,New Kingdom
"Wie dauernd ist, was für dich getan worden ist.",-2321,-2287,-2304,Middle Kingdom
Die Gründung des Mereru (Domäne).,-2494,-2345,-2420,Middle Kingdom
"Er, Set-kai, möge bestattet sein in der Nekropole der schönen Begräbnisstätte.",-2345,-2181,-2263,Middle Kingdom
"Du bist Ach geworden in ihm in deinem Namen 'Ach, der in der $ḏndr.w$-Barke ist'.",-2321,-2287,-2304,Middle Kingdom
Die Tochter des Königs Zat-Chnum.,-2800,-2650,-2725,Old Kingdom
O du Osiris Nemti-em-za-ef Merenre!,-2287,-2278,-2283,Middle Kingdom
"(Titel:) Erfahrungswissen über eine Wunde in seiner $gmꜣ$-Schläfe (Jochbein- und Schläfenbereich), die bis zum Knochen reicht – seine $gmꜣ$-Schläfe ist durchbohrt/durchstoßen.",-1580,-1539,-1560,Late Period
(Es) werde in das Innere eines Mörsers und ins Feuer gegeben.,-1845,-1773,-1809,New Kingdom
"Ist er lebensvoll, ist dieser Unas lebensvoll.",-2375,-2345,-2360,Middle Kingdom
Unas' Hort ist sein Auge.,-2375,-2345,-2360,Middle Kingdom
"Ich bin ein Schweigender, der frei von Lüge ist; ein vortrefflicher Einzigartiger, den seine Stadtbewohner lieben.",-1759,-1630,-1695,New Kingdom
Geb hat dein Wesen gesehen und dich an deinen Platz gesetzt.,-2321,-2287,-2304,Middle Kingdom
Das Zählen jeder Habe der Totenstiftung.,-2487,-2475,-2481,Middle Kingdom
"Horus hat veranlaßt, daß dein Zauber groß ist in deinem Namen 'Zauberreicher'.",-2278,-2184,-2231,Middle Kingdom
"Worte zu sprechen, den Rerek zu vertreiben und nicht zu rauben den Kopf eines Mannes:",-1980,-1910,-1945,New Kingdom
"Osiris Unas, nimm dir das Horusauge und führe es zu deinem Mund.",-2375,-2345,-2360,Middle Kingdom
"(O) du (wörtl.: dieser) vom König Geliebter, (o) du (wörtl.: dieser) von deinem (wörtl.: seinem) Stadtgott Geliebter, (o) (ihr) Wab-Priester des Osiris-Chontamenti in Abydos, (o) Stundenpriesterschaft des Tempels dieses Gottes, (o) (ihr) Wab-Priester des Königs 𓍹Ni-Maat-Re𓍺 (= Amenemhet III.) - möge er für ewig und immer leben - und des Königs 𓍹Cha-kau-Re𓍺 (= Sesostris III.) - des Gerechtfertigten -, (o) Stundenpriesterschaft ihrer (d.h. der beiden Könige) Tempel, die in dieser Stadt sind, (o) alle Menschen von Abydos, die an diesem Grab vorbeikommen werden auf der Reise stromaufwärts oder stromabwärts:",-1818,-1773,-1796,New Kingdom
Das Opfern des Opfers seitens des Vorlesepriesters.,-2345,-2323,-2334,Middle Kingdom
"Osiris Neith, nimm dir das Horusauge, führe es zu deinem Gesicht.",-2278,-2184,-2231,Middle Kingdom
Daraufhin sagte er zu ihr:,-1580,-1539,-1560,Late Period
"Mögest du zu jenen nördlichen Göttern gehen, den Nicht-Untergehenden (Zirkumpolarsternen).",-2321,-2287,-2304,Middle Kingdom
Das Zählen der Sachen des Gutsvorstehers.,-2494,-2345,-2420,Middle Kingdom
Ein Gehender/ Jemand ist mit seinem Ka gegangen.,-2321,-2287,-2304,Middle Kingdom
"Ein solcher ist Osiris, der Fürst der Götter, der große Mächtige des Himmels, Herrscher der Lebenden, König derer, die dort sind,",-1759,-1630,-1695,New Kingdom
"dessen Achom-Bild in Heliopolis gegeben ist, groß an Gestalten in Busiris,",-1759,-1630,-1695,New Kingdom
"Zu dir, (du) sein Vater, ist er gekommen, zu dir, Nedi, ist er gekommen.",-2375,-2345,-2360,Middle Kingdom
"Danach werde (er) auf den Boden auf seine Anlegepflöcke(?) / sein Ruhebett(?) gelegt, sodass / bis der Höhepunkt (oder: die kritische Phase) seines $jh$-Leidens vorübergeht.",-1580,-1539,-1560,Late Period
"Die aufrührerische Tat von einem, der keinen Mangel leidet, wird man sie/ihn denn nicht tadeln?",-1939,-1630,-1785,New Kingdom
"Er möge geben ein Totenopfer (aus) Brot, Bier, Rind (und) Geflügel für den Ka des Aufwärters, der eintritt, Ii, gerechtfertigt, den Satii gebar.",-1939,-1760,-1850,New Kingdom
"Anbis / Chontamenti (?), der an der Spitze der Nekropole ist.",-2686,-2613,-2650,Old Kingdom
"Der Sohn seines Sohnes, Nachti.",-2065,-2016,-2041,New Kingdom
"Ein Opfer, das der König gibt, ein Opfer, das Anubis, Herr der Nekropole, der vor der Gotteshalle ist, gibt:",-2494,-2345,-2420,Middle Kingdom
"Diese Hausurkunde wurde ausgestellt vor: 
- dem Bürgermeister der Stadt, Wesir, Vorsteher der Sechs Großen Häuser"" Sobeknacht, 
- dem $zꜣb$ Nebsumenu, 
- dem Gottesdiener des Horus von Hierakonpolis Sobeknacht; 
durch den $zꜣb$ Renseneb.",-1617,-1610,-1614,Late Period
"O Herr des Horizonts, mach Platz für Unas.",-2375,-2345,-2360,Middle Kingdom
"Nimm dir den Ausfluß, der aus dir hervorgekommen ist.",-2278,-2184,-2231,Middle Kingdom
"Der Gottessiegler von Abydos, Wenemi, der Gerechtfertigte, er sagt:",-1759,-1630,-1695,New Kingdom
"Lebe, lebe auf den Befehl der Götter, daß du lebest.",-2321,-2287,-2304,Middle Kingdom
Der Wab-Priester des Königs und Priester des Cheops Meru-ka.,-2345,-2181,-2263,Middle Kingdom
"Seine Macht ist ja die Macht des Auges des Tebi, seine Stärke die Stärke des Auges des Tebi.",-2375,-2345,-2360,Middle Kingdom
"Tausend an Alabastergefäß, tausend an Geflügel, tausend an Rind, tausend an jeder Kleidung, tausend an Brothälften.",-2345,-2181,-2263,Middle Kingdom
Die Betagtheit hat eingesetzt (wörtl.: entstanden).,-1939,-1760,-1850,New Kingdom
"Diese deine erlauchte Nase, die Month der Herr von Theben liebt, sie möge ewiglich leben!",-1939,-1760,-1850,New Kingdom
"""Wenn sein Herz auf Kampf aus ist, soll er seinen Willen kundtun!""",-1939,-1760,-1850,New Kingdom
"Das Singen mit Harfe für den Ka des Hatia (Rangtitel), Siegler des Königs von Unterägypten, Angehöriger des großen Hauses, Gutsverwalter und einziger Freund (des Königs), der Würdige Ibi.",-2345,-2181,-2263,Middle Kingdom
Dein Gesicht ist vor dir.,-2321,-2287,-2304,Middle Kingdom
Darbringen der Speisen (für die) Untertanen,-2800,-2650,-2725,Old Kingdom
"Denn du bist ja Horus, umgeben vom Schutz seines Auges.",-2375,-2345,-2360,Middle Kingdom
"Der Sem-Priester, Leiter des Schurzes, Stolist des Horus und einziger Freund (des Königs), der leibliche Königssohn Kai-ni-nisut.",-2494,-2345,-2420,Middle Kingdom
Der Ba des Sahure ist vorn (Domäne).,-2494,-2345,-2420,Middle Kingdom
Hab acht vor einem (An)fall von Habgier!,-1939,-1760,-1850,New Kingdom
Der Schreiber und Aufseher der Totenpriester Ipi.,-2494,-2345,-2420,Middle Kingdom
Daraufhin sagte er zu ihnen:,-1580,-1539,-1560,Late Period
"Der einzige Schmuck des Königs, seine Tochter Seredjit.",-2345,-2181,-2263,Middle Kingdom
"Ein Leiter, der wachsam ist, der auf seinen Schlaf verzichtet,",-1759,-1630,-1695,New Kingdom
Unas' Abscheu ist Kot; Unas hält sich fern von Urin.,-2375,-2345,-2360,Middle Kingdom
"Nemti-em-za-ef Merenre ist euer Dritter, (ihr) Götter vom Gegenhimmel, (ihr) Nicht-Untergehenden, die das Land der Libyer durchziehen, die mit ihren $ḏꜥm$-Szeptern steuern(?).",-2287,-2278,-2283,Middle Kingdom
Daraufhin wurde ihm eine Gans gebracht und ihr Kopf wurde abgeschnitten.,-1580,-1539,-1560,Late Period
"Ein Opfer, das der König gibt, ein Opfer, das Anubis gibt:",-2414,-2375,-2395,Middle Kingdom
Der Aufseher der Totenpriester Kai-aperu.,-2494,-2181,-2338,Middle Kingdom
"Ein Opfer, das der König gibt, ein Opfer, das Anubis, der vor der Götterhalle (und) auf seinem Berg ist, der Herr der Nekropole (und) Balsamierer an all seinen Plätzen, gibt:",-2345,-2323,-2334,Middle Kingdom
(Und) deine Aufmerksamkeit (wörtl.: Gesicht) gilt deiner Verwandtschaft.,-1939,-1760,-1850,New Kingdom
"Ein Opfer, das der König gibt, ein Opfer das Anubis, der vor der Götterhalle ist, der Balsamierer gibt:",-2686,-2161,-2424,Middle Kingdom
"Er möge bestattet sein in der westlichen Wüste, indem er sehr schön alt ist, als Herr der Ehrwürdigkeit (und) Herr der Ehrwürdigkeit beim großen Gott, der Verwalter des Königsvermögens Nefer-nisut.",-2487,-2455,-2471,Middle Kingdom
Die Gesichter sind (jetzt) ausdruckslos (?).,-1939,-1760,-1850,New Kingdom
Sein Mund bedeutet (wörtl.: ist) Überfluß.,-1818,-1773,-1796,New Kingdom
"Wie der Sohn seinen Vater geschützt hat, wie Horus Osiris geschützt hat, so hat Horus diesen Pepi vor seinen Feinden geschützt.",-2321,-2287,-2304,Middle Kingdom
"Siehe, du bist rund und groß als $šn-ꜥꜣ-sk$.",-2321,-2287,-2304,Middle Kingdom
"der für sich die Wereret-Krone seines Vaters empfangen hat,",-1707,-1688,-1698,New Kingdom
"""Steh auf, Unas!"", sagt Horus.",-2375,-2345,-2360,Middle Kingdom
Die beiden Maat haben (es) gehört.,-2375,-2345,-2360,Middle Kingdom
Kein Gerede ist (je) inmitten von Lobpreis aufgekommen.,-1939,-1760,-1850,New Kingdom
"Nun veranlaßte der Wesir, daß seine Kinder gerufen wurden, nachdem er die Art der Menschen kennengelernt hatte und ihr Verhalten ihm (allmählich) verständlich wurde (wörtl.: dabei war, über ihn zu kommen).",-1939,-1760,-1850,New Kingdom
Seine Götter sind über ihm.,-2375,-2345,-2360,Middle Kingdom
"O Neith, dein Arm ist vor deinem Horus (?).",-2278,-2184,-2231,Middle Kingdom
Möge er in der Morgenbarke landen.,-2008,-1957,-1983,New Kingdom
"Der Tod steht mir heute vor Augen,
wie der Duft von Myrrhe,
wie das Sitzen unter dem Segel an einem windigen Tag.",-1939,-1760,-1850,New Kingdom
Unas' Macht ist sein Auge.,-2375,-2345,-2360,Middle Kingdom
"Sein ältester Sohn, sein Geliebter, Djati.",-2345,-2181,-2263,Middle Kingdom
Nahe bin ich dem Dahingehen.,-1939,-1760,-1850,New Kingdom
Füge ihm doch Schaden(?) zu.,-2278,-2184,-2231,Middle Kingdom
"""Doch nicht zum Schaden von einem Menschen! O Herrscher, LHG, mein Herr.",-1580,-1539,-1560,Late Period
"Der Vorsteher jeder Arbeit des Königs, Kammerdiener des Königs, Vorsteher der sechs großen Hallen, der Würdige Neferseschemre.",-2345,-2323,-2334,Middle Kingdom
Der Senior-Aufseher der Schreiber Set-kai.,-2494,-2181,-2338,Middle Kingdom
(Und) man wird schlachten vor deinen Opfersteinen.,-1939,-1760,-1850,New Kingdom
"und jene Wunde außerdem $nsr$-entflammt (d.h. entzündet?) und aufgegangen/offenstehend ist,
indem ihre Naht sich gelockert/gelöst hat,
dann legst du daraufhin deine Hand auf sie (die Wunde);",-1580,-1539,-1560,Late Period
"Der Wesir Idu, der Würdige Nefer, der Kammerdiener des Königs Idu, der Versorgte beim großen Gott Nefer, Vorsteher der Balsamierungsstätte/Werkstatt Idu.",-2345,-2181,-2263,Middle Kingdom
"Die Vornehme des Königs, seine Tochter Meret-ib.",-2345,-2181,-2263,Middle Kingdom
O du Osiris Pepi Neferkare!,-2278,-2184,-2231,Middle Kingdom
"Unas wird nicht blind sein, (auch) wenn du ihn in die Finsternis setzt;",-2375,-2345,-2360,Middle Kingdom
Am (äußersten) Rande der Feldflur verbrachte ich dort den Tag.,-1759,-1630,-1695,New Kingdom
"Unas ist stärker als sie, nachdem er auf seinem Ufer erschienen ist.",-2375,-2345,-2360,Middle Kingdom
"Wasche dich, Unas, und öffne deinen Mund mit dem Horusauge.",-2375,-2345,-2360,Middle Kingdom
"Seine Ehefrau, die er liebt, die macht, was er lobt, die Priesterin der Hathor, Renefanch, die Anchetren geboren hat.",-1878,-1843,-1861,New Kingdom
"Lebensmittelmagazin: Leiter des Krugmagazins, Gehilfe",-2686,-2613,-2650,Old Kingdom
Seine Frau Abedet und seine Tochter Nit-anch-Hathor.,-2345,-2181,-2263,Middle Kingdom
Ein Gehender/ Jemand ist mit seinem Ka gegangen.,-2375,-2345,-2360,Middle Kingdom
"3. untergyptischer Gau, beste Sache (Wein)",-2706,-2686,-2696,Old Kingdom
Mögest du zu diesem Osiris Neith kommen und ihn vor seinem Feind schützen.,-2278,-2184,-2231,Middle Kingdom
"Seine Glieder, die im Verborgenen waren, sind vereinigt worden.",-2375,-2345,-2360,Middle Kingdom
Dieser Gott sprach mich freundlich an.,-1939,-1760,-1850,New Kingdom
"(Was den angeht), der das Gesetz zerhackt und die Norm zerstört hat: es gibt keinen noch lebenden Hilfsbedürftigen, der von ihm ausgeplündert wurde, (indem/wenn) die Gerechtigkeit ihn (den Hilfsbedürftigen oder den Plünderer?) (danach) nicht angesprochen hätte.",-1939,-1760,-1850,New Kingdom
"(Kühlmittel 2:) Blätter des $jmꜣ$-Baumes, $bnf$-Galle des Rindes, $ḥnj-tꜣ$-Pflanze ($ḥnj$-Binse? des festen/trockenen Bodens?):",-1580,-1539,-1560,Late Period
"mjtr-Beamter, der die Führer von Wenet und aller Fremdländer rekrutiert, Iy-kai, der Jüngere.",-2686,-2613,-2650,Old Kingdom
"Wer mich übergangen hat, kann nicht vorübergehen.",-1759,-1630,-1695,New Kingdom
Der einzige Freund (des Königs) Seschem-nefer.,-2494,-2181,-2338,Middle Kingdom
Die Priesterin des Ka (Totenpriesterin) Nebu-iret.,-2494,-2345,-2420,Middle Kingdom
"Der leibliche Königssohn, Schmücker/Vollender (?) des Anubis, Gottessiegler der Barke des (Gottes) Ba-netjer, Gottessiegler der Barke des (Gottes) Dua-tawi, Vorsteher des Heeres, Großer der Zehn von Oberägypten, Verwalter des Königsvermögens, Höfling, der Vorlesepriester, der von seinem Herrn Geliebte und ein von seinem Herrn Geliebter",-2613,-2494,-2554,Middle Kingdom
"(Titel:) Erfahrungswissen über eine klaffende Wunde an seinem Kopf, die bis zum Knochen reicht – sein (Hirn-)Schädel ist gespalten.",-1580,-1539,-1560,Late Period
"(Er) werde auf den Boden auf seine Anlegepflöcke(?) / sein Ruhebett(?) gelegt, so daß / bis der Höhepunkt / die kritische Phase seines $jh$-Leidens vorübergeht.",-1580,-1539,-1560,Late Period
"(O du), der zuhören muß, du hörst ja nicht zu!",-1939,-1760,-1850,New Kingdom
"Darum geht es, wenn man einen Mann das Reden zur Nachwelt lehrt (oder: wenn man einen Mann unterrichtet, damit er zur Nachwelt redet) (wörtl.: ""das ist, einen Mann das Reden zur Nachwelt zu lehren"" bzw. ""das ist, einen Mann zu unterrichten, für die Nachwelt zu reden"").",-1939,-1760,-1850,New Kingdom
"Tausend an Brot, tausend an Bier, Rind, tausend an Kleidung, tausend an Alabastergefäßen, Geflügel, weiße Säbelantilope.",-2487,-2455,-2471,Middle Kingdom
Er wird nicht sterben und dieser Unas wird nicht sterben.,-2375,-2345,-2360,Middle Kingdom
"(Denn) es ist wie etwas, das schwer zu berichten ist.",-1939,-1760,-1850,New Kingdom
"""Möge die Goldene das Leben an deine Nase geben!""",-1939,-1760,-1850,New Kingdom
"""Warte doch hier, damit du deine Bitten hören wirst.""",-1939,-1760,-1850,New Kingdom
Dieser Pepi Neferkare ist Osiris.,-2278,-2184,-2231,Middle Kingdom
"Unas ist Horus, der aus der Akazie hervorgekommen ist, der aus der Akazie hervorgekommen ist, dem befohlen worden ist: ""Hüte dich vor dem Löwen!"", der hervorgekommen ist, nachdem ihm befohlen worden war: ""Hüte dich vor dem Löwen!""",-2375,-2345,-2360,Middle Kingdom
Der Aufseher der Wab-Priester (und) Hüter des Geheimnisses Jasen.,-2345,-2181,-2263,Middle Kingdom
"Seine Ehefrau, seine Geliebte Meret-ities.",-2345,-2181,-2263,Middle Kingdom
Die Gründung des Werer (Domäne).,-2494,-2345,-2420,Middle Kingdom
"Horus hat dir seine Kinder gegeben, damit sie sich unter dich begeben.",-2321,-2287,-2304,Middle Kingdom
"Ich bin einer, der vortrefflich für seine Geschwister ist;",-1759,-1539,-1649,Late Period
"Ein Opfer, das der König gibt, ein Opfer, das Anubis, der an der Spitze der Götterhalle ist, gibt:",-2487,-2421,-2454,Middle Kingdom
